name,faculty_name,lab_url,dept
（協力講座）流体科学研究所 / グリーンナノテクノロジー研究分野,遠藤・大堀,https://www.ifs.tohoku.ac.jp/gnt/endo/index.html,ファインメカニクス専攻
（協力講座）国際放射光イノベーション・スマート研究センター / 次世代検出法スマートラボ,矢代・亀沢・FENNER,http://www2.tagen.tohoku.ac.jp/lab/yashiro/html/,ファインメカニクス専攻
（協力講座）国際放射光イノベーション・スマート研究センター / 国際連携スマートラボ,千葉・野村(光),https://chibalab.sris.tohoku.ac.jp/,ファインメカニクス専攻
（協力講座）グリーンクロステック研究センター / 材料機能信頼性設計学分野,鈴木(研),http://www.miura.rift.mech.tohoku.ac.jp/home.htm,ファインメカニクス専攻
（協力講座）先端材料強度科学研究センター / 先進機械材料科学研究部門,王,http://www.rift.mech.tohoku.ac.jp/laboratory/wang_lab.html,ファインメカニクス専攻
（協力講座）流体科学研究所 / 生体流動ダイナミクス研究分野,太田,http://www.ifs.tohoku.ac.jp/bfc/html/index_ohta_j.html,ファインメカニクス専攻
（協力講座）流体科学研究所 / 生体流動ダイナミクス研究分野,安西,http://www.ifs.tohoku.ac.jp/bfc/html/index_ohta_j.html,ファインメカニクス専攻
（協力講座）流体科学研究所 / 融合計算医工学研究分野,船本,https://sites.google.com/view/ifs-funamoto/home,ファインメカニクス専攻
ロボットシステム講座 / ロボットシステム学分野,山﨑,https://www.rs.mech.tohoku.ac.jp/,ロボティクス専攻
ロボットシステム講座 / ニューロロボティクス分野,林部・ZHU,http://neuro.mech.tohoku.ac.jp/,ロボティクス専攻
ロボットシステム講座 / ニューロロボティクス分野,大脇,http://neuro.mech.tohoku.ac.jp/,ロボティクス専攻
ロボットシステム講座 / 知能機械デザイン学分野,平田・董,https://srd.mech.tohoku.ac.jp/,ロボティクス専攻
ロボットシステム講座 / 知能機械デザイン学分野,田村,https://srd.mech.tohoku.ac.jp/,ロボティクス専攻
ナノシステム講座 / 分子ロボティクス分野,村田・安部,http://www.molbot.mech.tohoku.ac.jp/,ロボティクス専攻
ナノシステム講座 / 分子ロボティクス分野,野村(慎)・松林,http://www.molbot.mech.tohoku.ac.jp/,ロボティクス専攻
ナノシステム講座 / スマートシステム集積学分野,田中(秀)・VERGARA・GUO,http://www.mems.mech.tohoku.ac.jp/index.html,ロボティクス専攻
ナノシステム講座 / スマートシステム集積学分野,塚本,http://www.mems.mech.tohoku.ac.jp/index.html,ロボティクス専攻
ナノシステム講座 / 情報ナノシステム学分野,金森・岡谷,https://web.tohoku.ac.jp/kanamori/index.html,ロボティクス専攻
ナノシステム講座 / 情報ナノシステム学分野,猪股,https://web.tohoku.ac.jp/kanamori/index.html,ロボティクス専攻
医工学研究科連携講座 / ナノデバイス医工学分野,芳賀・鶴岡,http://www.medmems.bme.tohoku.ac.jp/,ロボティクス専攻
医工学研究科連携講座 / 医療福祉工学分野,田中(真),https://sites.google.com/view/tohoku-mech-mwel,ロボティクス専攻
医工学研究科連携講座 / 医療福祉工学分野,奥山,https://sites.google.com/view/tohoku-mech-mwel,ロボティクス専攻
（協力講座）流体科学研究所 / 生体分子流動システム研究分野,馬渕,https://mabuchigroup.jp/,ロボティクス専攻
航空システム講座 / 空力設計学分野,河合(宗)・淺田・河合(成),http://www.klab.mech.tohoku.ac.jp/index_jpn.html,航空宇宙工学専攻
航空システム講座 / 材料・構造スマートシステム学分野,岡部・龍薗・三島,http://www.plum.mech.tohoku.ac.jp/toppage.html,航空宇宙工学専攻
航空システム講座 / 材料・構造スマートシステム学分野,山本(剛),http://www.yamamotolab.mech.tohoku.ac.jp/,航空宇宙工学専攻
宇宙システム講座 / 推進工学分野,大西・佐藤(慎),https://web.tohoku.ac.jp/rhd/,航空宇宙工学専攻
宇宙システム講座 / 推進工学分野,高橋(聖),https://web.tohoku.ac.jp/rhd/,航空宇宙工学専攻
宇宙システム講座 / 宇宙探査工学分野,吉田・宇野,http://www.astro.mech.tohoku.ac.jp/,航空宇宙工学専攻
宇宙システム講座 / 宇宙構造物工学分野,槙原・原・齊藤,https://web.tohoku.ac.jp/makihara/www-j/,航空宇宙工学専攻
宇宙システム講座 / 宇宙構造物工学分野,大塚,https://web.tohoku.ac.jp/makihara/www-j/,航空宇宙工学専攻
先端航空宇宙工学講座 / 先進航空宇宙工学分野,深見,https://www.kaif.mech.tohoku.ac.jp/home-japanese,航空宇宙工学専攻
（協力講座）流体科学研究所 / 航空宇宙流体工学研究分野,焼野,http://www.ifs.tohoku.ac.jp/edge/index.html,航空宇宙工学専攻
（協力講座）流体科学研究所 / 高速反応流研究分野,早川,http://www.ifs.tohoku.ac.jp/kobayashi/,航空宇宙工学専攻
（協力講座）流体科学研究所 / 宇宙熱流体システム研究分野,永井・伊神,http://www.ifs.tohoku.ac.jp/space/,航空宇宙工学専攻
（協力講座）流体科学研究所 / マルチフィジックスデザイン研究分野,阿部,https://www.ifs.tohoku.ac.jp/mulphd/jap/index.html,航空宇宙工学専攻
（協力講座）流体科学研究所 / 反応性流動システム研究分野,中村(寿)・金山,https://www.ifs.tohoku.ac.jp/reafs/,航空宇宙工学専攻
（協力講座）グリーンクロステック研究センター / 宇宙インフラ工学分野,桒原,https://www.space-infrastructure.gxt.ggi.tohoku.ac.jp/,航空宇宙工学専攻
先端社会工学講座 / エネルギーサステナビリティ分野,中田・ドラージュ,http://www.eff.most.tohoku.ac.jp/,技術社会システム専攻
情報応用数理学講座 / 計算数理科学分野,山本・宮澤,http://www.caero.mech.tohoku.ac.jp/wordpress/,情報科学研究科
情報応用数理学講座 / 計算数理科学分野,古澤,http://www.caero.mech.tohoku.ac.jp/wordpress/,情報科学研究科
ソフトウェア学講座 / アーキテクチャ学分野,小林(広),https://www.cal.is.tohoku.ac.jp/_wp/,情報科学研究科
ソフトウェア学講座 / アーキテクチャ学分野,佐藤(雅),https://www.cal.is.tohoku.ac.jp/_wp/,情報科学研究科
知能ロボティクス学講座 / イメージ解析学分野,岡谷・細矢,https://www.vision.is.tohoku.ac.jp/,情報科学研究科
知能ロボティクス学講座 / 知能制御システム学分野,橋本,http://www.ic.is.tohoku.ac.jp/ja/,情報科学研究科
応用情報技術論講座 / 身体性知能ロボット学分野,昆陽・髙橋(哲),https://www.eb.is.tohoku.ac.jp/,情報科学研究科
（協力講座）サイバーサイエンスセンター / 高性能計算論講座,滝沢・河合(直),https://www.hpc.is.tohoku.ac.jp/,情報科学研究科
（協力講座）流体科学研究所 / 融合流体情報学講座（混相流動エネルギー研究分野）,石本・大島,https://mfelifstohoku.org/,情報科学研究科
（協力講座）流体科学研究所 / 流動システム情報学講座（計算流体物理研究分野）,服部,http://eagle.ifs.tohoku.ac.jp/index.html,情報科学研究科
（協力講座）流体科学研究所 / 流動システム情報学講座（計算流体物理研究分野）,廣田,http://eagle.ifs.tohoku.ac.jp/index.html,情報科学研究科
（協力講座）タフ・サイバーフィジカルAI研究センター / タフ・サイバーフィジカルAI学分野,大野,https://www.tr.is.tohoku.ac.jp/,情報科学研究科
（協力講座）未踏スケールデータアナリティクスセンター / 実時間計算システム論講座,鏡,https://sites.google.com/view/kagami-lab-tohoku-u/,情報科学研究科
エネルギー資源学講座 / 分散エネルギーシステム学分野,川田・山口(実),http://www.ee.mech.tohoku.ac.jp/,環境科学研究科
（協力講座）流体科学研究所 / 地殻エネルギー抽出学,伊藤・椋平,http://www.ifs.tohoku.ac.jp/geo/,環境科学研究科
生体機械システム医工学講座 / 生体流体力学分野,石川,http://www.bfsl.mech.tohoku.ac.jp/index_jp.html,医工学研究科
生体機械システム医工学講座 / 生体流体力学分野,菊地,http://www.bfsl.mech.tohoku.ac.jp/index_jp.html,医工学研究科
生体機械システム医工学講座 / 生体流体力学分野,大森,http://www.bfsl.mech.tohoku.ac.jp/index_jp.html,医工学研究科
生体機械システム医工学講座 / 医用ナノシステム学分野,田中(徹),http://www.lbc.mech.tohoku.ac.jp/,医工学研究科
生体機械システム医工学講座 / ウェットデバイス工学研究分野,西澤,http://www.biomems.mech.tohoku.ac.jp/index_j.html,医工学研究科
社会医工学講座 / 医療福祉工学分野,田中(真),https://sites.google.com/view/tohoku-mech-mwel,医工学研究科
社会医工学講座 / 医療福祉工学分野,奥山,https://sites.google.com/view/tohoku-mech-mwel,医工学研究科
社会医工学講座 / ライフサポート工学分野,山口(健),https://web.tohoku.ac.jp/yamaguchi/,医工学研究科
医療機器創生医工学講座 / 生体機能創成学研究分野,水谷,https://mmlab.mech.tohoku.ac.jp/,医工学研究科
医工学研究科連携講座 / ナノデバイス医工学分野,芳賀,http://www.medmems.bme.tohoku.ac.jp/,医工学研究科
医療機器創生医工学講座 / ホリスティック集積工学分野,福島,https://fukushima.mech.tohoku.ac.jp/,医工学研究科
生体流動システム医工学講座 / 融合計算医工学研究分野,船本,https://sites.google.com/view/ifs-funamoto/home,医工学研究科
生体流動システム医工学講座 / 生体流動ダイナミクス研究分野,太田,http://www.ifs.tohoku.ac.jp/bfc/html/index_ohta_j.html,医工学研究科
生体流動システム医工学講座 / 生体流動ダイナミクス研究分野,安西,http://www.ifs.tohoku.ac.jp/bfc/html/index_ohta_j.html,医工学研究科
生体システム制御医工学講座 / ニューロロボティクス分野,林部,http://neuro.mech.tohoku.ac.jp/,医工学研究科
